,Unnamed: 0,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_salary,Average_salary,State
2796,2817,Developer - Data Engineer |,"['73', '-', '102', '(Glassdoor', 'est.)']",3.0,"Photon Infotech
3.0","Irving, TX",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),73,102,87.5,TX
2798,2819,Data Engineer,"['73', '-', '102', '(Glassdoor', 'est.)']",3.7,"Fairway Independent Mortgage
3.7","Carrollton, TX",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD),73,102,87.5,TX
2799,2820,Business Strategy and Planning Director - Data Science Strategy,"['73', '-', '102', '(Glassdoor', 'est.)']",3.6,"USAA
3.6","Plano, TX",10000+ employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),73,102,87.5,TX
2800,2821,Sr. Data Engineer,"['73', '-', '102', '(Glassdoor', 'est.)']",5.0,"Pddn
5.0","Irving, TX",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),73,102,87.5,TX
2801,2822,Senior Data Engineer,"['73', '-', '102', '(Glassdoor', 'est.)']",3.9,"Capital One
3.9","Plano, TX",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),73,102,87.5,TX
2802,2823,Corporate Senior Business Intelligence Analyst,"['73', '-', '102', '(Glassdoor', 'est.)']",3.2,"Southwestern Family of Companies
3.2","Addison, TX",5001 to 10000 employees,1855,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,73,102,87.5,TX
2803,2824,Data Engineer 3,"['100', '-', '172', '(Glassdoor', 'est.)']",3.0,"Intelliswift Software Inc
3.0","Plano, TX",201 to 500 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),100,172,136.0,TX
2804,2825,Principal data engineer,"['100', '-', '172', '(Glassdoor', 'est.)']",3.0,"CoreLogic
3.0","Irving, TX",5001 to 10000 employees,2010,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),100,172,136.0,TX
2805,2826,Sr. Big Data Engineer,"['100', '-', '172', '(Glassdoor', 'est.)']",3.4,"Allstate
3.4","Irving, TX",10000+ employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),100,172,136.0,TX
2806,2827,DATA ENGINEER / DATA ANALYST,"['100', '-', '172', '(Glassdoor', 'est.)']",3.9,"Diverse Lynx
3.9","Plano, TX",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),100,172,136.0,TX
2807,2828,Principal Data ScientistFoundational Algorithm CRM Email,"['100', '-', '172', '(Glassdoor', 'est.)']",4.4,"Ava Consulting
4.4","Dallas, TX",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),100,172,136.0,TX
2809,2830,Test Data Engineer,"['100', '-', '172', '(Glassdoor', 'est.)']",2.5,"Avacend, Inc.
2.5","Irving, TX",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,100,172,136.0,TX
2810,2831,Data Scientist/Machine Learning,"['93', '-', '149', '(Glassdoor', 'est.)']",3.8,"Juniper Networks
3.8","Cupertino, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121.0,CA
2811,2832,Wi-Fi Senior Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.1,"Plume
4.1","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2812,2833,Senior Data Engineer,"['93', '-', '149', '(Glassdoor', 'est.)']",3.3,"First Tech Federal Credit Union
3.3","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),93,149,121.0,CA
2813,2834,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.1,"Netskope
4.1","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2815,2836,Data Engineer,"['93', '-', '149', '(Glassdoor', 'est.)']",3.8,"Juniper Networks
3.8","Cupertino, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121.0,CA
2816,2837,Senior Data Modeler,"['93', '-', '149', '(Glassdoor', 'est.)']",3.3,"First Tech Federal Credit Union
3.3","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),93,149,121.0,CA
2817,2838,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.7,"C3.ai
4.7","Redwood City, CA",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),93,149,121.0,CA
2818,2839,Principal Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.8,"Northrop Grumman
3.8","San Jose, CA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),93,149,121.0,CA
2819,2840,Proteomics Applications Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.2,"Bruker Corporation
3.2","San Jose, CA",5001 to 10000 employees,1960,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),93,149,121.0,CA
2820,2841,Senior Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.3,"Entefy
4.3","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2821,2842,Principal Data Scientist / Sr. Principal Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.8,"Northrop Grumman
3.8","San Jose, CA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),93,149,121.0,CA
2822,2843,"Scientist/Machine Learning Engineer, Applied Science","['93', '-', '149', '(Glassdoor', 'est.)']",3.8,"Amobee
3.8","Redwood City, CA",501 to 1000 employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),93,149,121.0,CA
2823,2844,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",2.8,"Waymo
2.8","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2824,2845,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.5,"Architecture Technology Corporation
4.5","San Jose, CA",51 to 200 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),93,149,121.0,CA
2826,2847,Senior Scientist/Scientist II - IVD,"['93', '-', '149', '(Glassdoor', 'est.)']",3.5,"GRAIL
3.5","Menlo Park, CA",201 to 500 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,93,149,121.0,CA
2827,2848,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.2,"Eversight
4.2","Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),93,149,121.0,CA
2828,2849,Machine Learning Engineer,"['93', '-', '149', '(Glassdoor', 'est.)']",4.3,"Entefy
4.3","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2829,2850,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG","['93', '-', '149', '(Glassdoor', 'est.)']",4.2,"Mentor Graphics
4.2","Fremont, CA",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),93,149,121.0,CA
2830,2851,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.6,"Western Digital
3.6","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),93,149,121.0,CA
2831,2852,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.3,"Joby Aviation
4.3","San Carlos, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,93,149,121.0,CA
2832,2853,Cyber Security Senior Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.1,"Plume
4.1","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2833,2854,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.6,"Gigya
3.6","Palo Alto, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),93,149,121.0,CA
2834,2855,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.9,"PayPal
3.9","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),93,149,121.0,CA
2835,2856,Lead Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.5,"Strivr
4.5","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2836,2857,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.7,"Jabil Circuit
3.7","San Jose, CA",10000+ employees,1966,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),93,149,121.0,CA
2837,2858,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",3.6,"eBay
3.6","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),93,149,121.0,CA
2838,2859,Data Scientist,"['93', '-', '149', '(Glassdoor', 'est.)']",4.5,"Next Insurance
4.5","Palo Alto, CA",201 to 500 employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,93,149,121.0,CA
2839,2860,Data Engineer Intern (Remote),"['93', '-', '149', '(Glassdoor', 'est.)']",3.9,"Pluto7
3.9","San Jose, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,93,149,121.0,CA
2840,2861,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.1,"IntelliPro Group Inc.
4.1","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),148,174,161.0,CA
2841,2862,SAP Materials Master Data Analyst - Temp,"['148', '-', '174', '(Glassdoor', 'est.)']",3.1,"Mizuho OSI
3.1","Union City, CA",201 to 500 employees,1978,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,148,174,161.0,CA
2842,2863,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",3.8,"Apex Systems
3.8","Sunnyvale, CA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),148,174,161.0,CA
2843,2864,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.3,"Match Relevant
4.3","Mountain View, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,148,174,161.0,CA
2844,2865,Big Data Engineer,"['148', '-', '174', '(Glassdoor', 'est.)']",4.1,"Plume
4.1","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2845,2866,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",3.5,"Farmers Business Network
3.5","San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,148,174,161.0,CA
2846,2867,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",3.1,"MoTek Technologies
3.1","Mountain View, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),148,174,161.0,CA
2847,2868,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),148,174,161.0,CA
2848,2869,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.1,"Rivian
4.1","Palo Alto, CA",1001 to 5000 employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,148,174,161.0,CA
2849,2870,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.3,"Entefy
4.3","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2850,2871,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.6,"SAP
4.6","Palo Alto, CA",10000+ employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),148,174,161.0,CA
2851,2872,Machine Learning Scientist / Engineer,"['148', '-', '174', '(Glassdoor', 'est.)']",4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),148,174,161.0,CA
2852,2873,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.0,"Lorven Technologies Inc
4.0","Santa Clara, CA",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),148,174,161.0,CA
2855,2876,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",2.3,"Miles
2.3","Redwood City, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2856,2877,Data Scientist - Product Analytics,"['148', '-', '174', '(Glassdoor', 'est.)']",4.8,"Zoom
4.8","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2857,2878,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",3.8,"ByteDance
3.8","Mountain View, CA",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2858,2879,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.7,"Lawrence Livermore National Lab
4.7","Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),148,174,161.0,CA
2859,2880,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",2.6,"Genalyte
2.6","Sunnyvale, CA",51 to 200 employees,2007,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),148,174,161.0,CA
2861,2882,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.8,"Simply Biotech
4.8","Palo Alto, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,148,174,161.0,CA
2862,2883,Data Scientist (Individual Contributors and Team Leads),"['148', '-', '174', '(Glassdoor', 'est.)']",4.7,"Axiom Group
4.7","Mountain View, CA",51 to 200 employees,1987,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$25 to $50 million (USD),148,174,161.0,CA
2863,2884,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.0,"Flexton
4.0","Santa Clara, CA",51 to 200 employees,2007,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),148,174,161.0,CA
2864,2885,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",4.5,"Facebook
4.5","Fremont, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),148,174,161.0,CA
2865,2886,Senior Machine Learning Engineer,"['148', '-', '174', '(Glassdoor', 'est.)']",4.3,"Entefy
4.3","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2866,2887,Data Scientist - Machine Learning,"['148', '-', '174', '(Glassdoor', 'est.)']",4.8,"Zoom Video Communications
4.8","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2867,2888,Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",5.0,"PROPRIUS
5.0","Sunnyvale, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,148,174,161.0,CA
2868,2889,Sr Data Scientist,"['148', '-', '174', '(Glassdoor', 'est.)']",3.4,"Teladoc
3.4","Mountain View, CA",1001 to 5000 employees,2002,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),148,174,161.0,CA
2870,2891,Data Scientist - Customer Success,"['111', '-', '175', '(Glassdoor', 'est.)']",4.8,"Zoom
4.8","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,111,175,143.0,CA
2871,2892,"Principal Scientist, Director Real World Evidence, Analytics & Innovation","['111', '-', '175', '(Glassdoor', 'est.)']",3.6,"Jazz Pharma
3.6","Palo Alto, CA",1001 to 5000 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),111,175,143.0,CA
2872,2893,Machine Learning Engineer/Scientist,"['111', '-', '175', '(Glassdoor', 'est.)']",3.8,"GenapSys, Inc.
3.8","Redwood City, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),111,175,143.0,CA
2873,2894,Data Scientist,"['111', '-', '175', '(Glassdoor', 'est.)']",4.2,"Centraprise
4.2","Redwood City, CA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),111,175,143.0,CA
2874,2895,"AI/ML - Machine Learning Scientist, Siri Understanding","['111', '-', '175', '(Glassdoor', 'est.)']",4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),111,175,143.0,CA
2876,2897,Data Analyst,"['111', '-', '175', '(Glassdoor', 'est.)']",4.2,"CyberCoders
4.2","Redwood City, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),111,175,143.0,CA
2877,2898,Data Scientists,"['111', '-', '175', '(Glassdoor', 'est.)']",4.5,"Frontend Arts
4.5","San Jose, CA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),111,175,143.0,CA
2878,2899,Data Scientist (ML Evaluation in Health Sensing),"['111', '-', '175', '(Glassdoor', 'est.)']",4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),111,175,143.0,CA
2879,2900,Data Science Engineer,"['111', '-', '175', '(Glassdoor', 'est.)']",4.9,"Epic
4.9","Redwood City, CA",51 to 200 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,111,175,143.0,CA
2880,2901,Senior Data Engineer,"['111', '-', '175', '(Glassdoor', 'est.)']",4.1,"Luminar Technologies
4.1","Palo Alto, CA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,111,175,143.0,CA
2881,2902,Senior Data Scientist,"['111', '-', '175', '(Glassdoor', 'est.)']",3.6,"eBay
3.6","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),111,175,143.0,CA
