,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
5177,Data Scientist Analyst, 81  -  93  (Glassdoor est.),3.2,"Optimal
3.2","Dearborn, MI",51 to 200 Employees,1986,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
5182,"Food Scientist II - Jackson, MI", 72  -  101  (Glassdoor est.),3.3,"Dawn Foods
3.3","Jackson, MI",1001 to 5000 Employees,1920,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $2 billion (USD)
5183,Remote Machine Learning Engineer, 57  -  105  (Glassdoor est.),5.0,"RIIS
5.0","Troy, MI",51 to 200 Employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
5184,Sr Health Data Scientist - Precision Care - REMOTE, 86  -  137  (Glassdoor est.),3.8,"McKesson
3.8","Detroit, MI",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
5185,"Principal Data Scientist, ProServe", 101  -  179  (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Detroit, MI",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5186,"Machine Learning Engineer, Mapping", 67  -  119  (Glassdoor est.),4.4,"TuSimple, Inc.
4.4","Detroit, MI",201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
5187,People Scientist - Data Analysts, 48  -  88  (Glassdoor est.),4.2,"Altair Engineering
4.2","Dearborn, MI",1001 to 5000 Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
5188,Data Analyst, 42  -  84  (Glassdoor est.),3.9,"Apex Digital Solutions
3.9","Southfield, MI",1 to 50 Employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
5190,Data Science/Python Instructor, 64  -  115  (Glassdoor est.),-1.0,Global Information Technology,"Southfield, MI",51 to 200 Employees,1995,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
5191,Data Analyst, 61  -  87  (Glassdoor est.),4.1,"Ford Motor Company
4.1","Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5194,Lead Data Scientist, 70  -  136  (Glassdoor est.),4.4,"SSI
4.4","Beverly Hills, MI",51 to 200 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
5196,Data Analyst, 53  -  97  (Glassdoor est.),3.9,"ProQuest LLC
3.9","Ann Arbor, MI",1001 to 5000 Employees,2007,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD)
5197,Data Analyst, 48  -  96  (Glassdoor est.),4.0,"Amrock
4.0","Detroit, MI",1001 to 5000 Employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD)
5198,Data Analyst, 50  -  92  (Glassdoor est.),3.1,"Lincoln Electric
3.1","Macomb, MI",10000+ Employees,1895,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
5199,Data Analyst, 49  -  81  (Glassdoor est.),3.2,"Beaumont Services Center
3.2","Southfield, MI",10000+ Employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
5200,Data Analyst, 52  -  105  (Glassdoor est.),4.3,"T3W Business Solutions Inc
4.3","Detroit, MI",51 to 200 Employees,2004,Company - Private,Architectural & Engineering Services,Business Services,$5 to $10 million (USD)
5201,Procurement Data Analyst, 51  -  96  (Glassdoor est.),3.9,"KLA-Tencor
3.9","Ann Arbor, MI",5001 to 10000 Employees,1976,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
5202,2nd Shift Associate Scientist - Immunochemistry, 58  -  113  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5203,Data Analyst, 43  -  82  (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI",201 to 500 Employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5204,Junior Data Engineer, 44  -  97  (Glassdoor est.),4.6,"Afia Inc.
4.6","Ann Arbor, MI",1 to 50 Employees,2007,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
5205,Data Analyst, 41  -  74  (Glassdoor est.),3.2,"Afia Inc.
4.6","Ann Arbor, MI",51 to 200 Employees,1986,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
5206,Data Engineer, 75  -  89  (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI",201 to 500 Employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5207,Data Analyst, 44  -  91  (Glassdoor est.),-1.0,radgov,"Auburn Hills, MI",-1,-1,-1,-1,-1,-1
5209,Senior Research Scientist-Cellular and Molecular Biology, 60  -  119  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5211,Data Analyst, 50  -  65  (Glassdoor est.),-1.0,Synergy Solutions,"Detroit, MI",-1,-1,-1,-1,-1,-1
5214,Senior Associate Data Science & Analytics, 93  -  147  (Glassdoor est.),4.1,"Razorfish
4.1","Birmingham, MI",-1,-1,-1,-1,-1,-1
5215,Data Analyst, 40  -  81  (Glassdoor est.),4.0,"Community Choice Credit Union
4.0","Farmington Hills, MI",201 to 500 Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
5216,"Data Analyst, Automotive Sales", 46  -  86  (Glassdoor est.),3.6,"Molex
3.6","Rochester Hills, MI",10000+ Employees,1938,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
5218,103: Junior Data Engineer (Long Term Contract), 53  -  97  (Glassdoor est.),4.0,"Dataspace
4.0","Detroit, MI",1 to 50 Employees,1994,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
5219,Data Engineer, 59  -  107  (Glassdoor est.),4.0,"Herman Miller, Inc.
4.0","Zeeland, MI",5001 to 10000 Employees,1905,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
5220,Associate Scientist - Immunology - Project Scientist, 58  -  113  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5221,CDAO - Data Analytics Professionals, 51  -  96  (Glassdoor est.),4.0,"General Motors LLC
4.0","Detroit, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5222,Associate Scientist - Project Scientist - Bioanalytical, 58  -  113  (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Mattawan, MI",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5224,Data Analyst, 33  -  62  (Glassdoor est.),4.2,"365 Retail Markets
4.2","Troy, MI",51 to 200 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
5225,Data Analyst, 58  -  65  (Glassdoor est.),3.6,"Michigan First
3.6","Lathrup Village, Oakland, MI",201 to 500 Employees,1926,Nonprofit Organization,Banks & Credit Unions,Finance,$25 to $50 million (USD)
5226,Data Engineer, 65  -  107  (Glassdoor est.),3.7,"Hagerty
3.7","Traverse City, MI",1001 to 5000 Employees,1984,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD)
5227,"Co-Op, Data Science", 58  -  105  (Glassdoor est.),3.8,"Meritor
3.8","Troy, MI",5001 to 10000 Employees,2000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
5228,Data Analyst – Global Quality Team, 47  -  90  (Glassdoor est.),4.0,"General Motors
4.0","Detroit, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5229,Data Analyst-Contract, 71  -  89  (Glassdoor est.),4.0,"Acrisure LLC
4.0","Grand Rapids, MI",5001 to 10000 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
5230,Research Scientist, 65  -  118  (Glassdoor est.),2.8,"XALT Energy, LLC
2.8","Auburn Hills, MI",201 to 500 Employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$10 to $25 million (USD)
5231,IT Data Analyst, 46  -  85  (Glassdoor est.),4.3,"Consumers Energy
4.3","Jackson, MI",5001 to 10000 Employees,1910,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD)
5233,Multi-Functional Data Analyst (Financial Analysis Experience Required), 42  -  79  (Glassdoor est.),3.7,"KBR
3.7","Warren, MI",10000+ Employees,1901,Company - Public,Construction,"Construction, Repair & Maintenance",$5 to $10 billion (USD)
5235,Entry-Level Scientist, 34  -  72  (Glassdoor est.),3.4,"Eurofins USA BioPharma Services
3.4","Portage, MI",10000+ Employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5236,Data Engineer, 58  -  114  (Glassdoor est.),4.1,"Career Now Brands
4.1","Detroit, MI",51 to 200 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5237,ML Platform - Data Analyst, 50  -  99  (Glassdoor est.),4.4,"TuSimple, Inc.
4.4","Detroit, MI",201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
5238,Senior Data & Engineering Lead, 66  -  134  (Glassdoor est.),3.6,"Pearson
3.6","Lansing, MI",10000+ Employees,1844,Company - Public,Publishing,Media,$5 to $10 billion (USD)
5239,Data Engineer, 59  -  102  (Glassdoor est.),4.0,"Amrock
4.0","Detroit, MI",1001 to 5000 Employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD)
5240,Data Engineer, 66  -  127  (Glassdoor est.),3.9,"SET SEG
3.9","East Lansing, MI",51 to 200 Employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable
5241,IRIS Data Analyst, 49  -  90  (Glassdoor est.),4.4,"University of Michigan
4.4","Ann Arbor, MI",10000+ Employees,1817,College / University,Colleges & Universities,Education,$5 to $10 billion (USD)
5242,Lead Scientist I (Hops), 60  -  115  (Glassdoor est.),-1.0,Nationwide Technical & Executive Search,"Kalamazoo, MI",-1,-1,-1,-1,-1,-1
5243,Vehicle Safety Data Analyst, 48  -  90  (Glassdoor est.),4.0,"General Motors
4.0","Warren, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5245,Data Engineer, 61  -  114  (Glassdoor est.),3.2,"GSTV
3.2","Detroit, MI",51 to 200 Employees,2006,Company - Private,News Outlet,Media,Unknown / Non-Applicable
5246,"Vice President, Director, Data Science", 110  -  210  (Glassdoor est.),3.7,"Starcom
3.7","Birmingham, MI",5001 to 10000 Employees,1997,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5247,Business Data Analyst, 52  -  95  (Glassdoor est.),4.0,"General Motors LLC
4.0","Warren, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5248,Data Engineer, 57  -  109  (Glassdoor est.),3.3,"Learning Care Group, Inc.
3.3","Novi, MI",10000+ Employees,1990,Company - Private,Preschool & Child Care,Education,Unknown / Non-Applicable
5249,Analytical Scientist: Second Shift, 41  -  77  (Glassdoor est.),3.4,"Eurofins USA BioPharma Services
3.4","Portage, MI",10000+ Employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
5250,Lead Scientist I (Discovery & Biotransformations), 60  -  115  (Glassdoor est.),-1.0,Nationwide Technical & Executive Search,"Kalamazoo, MI",-1,-1,-1,-1,-1,-1
5251,Bioinfo-Comput Biologist Assoc, 46  -  91  (Glassdoor est.),4.4,"University of Michigan
4.4","Ann Arbor, MI",10000+ Employees,1817,College / University,Colleges & Universities,Education,$5 to $10 billion (USD)
5252,Research Scientist, 50  -  90  (Glassdoor est.),3.2,"Research Building
3.2","Royal Oak, MI",10000+ Employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
5254,Data Science Manager, 65  -  131  (Glassdoor est.),3.6,"Domino's
3.6","Ann Arbor, MI",10000+ Employees,1960,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
5255,Data Engineer, 66  -  97  (Glassdoor est.),3.3,"Auto Club Group
3.3","Dearborn, MI",10000+ Employees,1902,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD)
5256,Installation Data Analyst, 49  -  86  (Glassdoor est.),4.0,"Dematic
4.0","Grand Rapids, MI",10000+ Employees,1819,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
5257,Business Facing Data Analyst, 53  -  109  (Glassdoor est.),4.0,"General Motors
4.0","Detroit, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5258,Data Analyst - Global Quality Team, 48  -  90  (Glassdoor est.),4.0,"General Motors LLC
4.0","Detroit, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5259,Transformation - Global Business Solutions - Order to Delivery (OTD) Master Data Analyst, 48  -  90  (Glassdoor est.),4.0,"General Motors LLC
4.0","Detroit, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5260,"CDAO Data Analyst, CCA Decision Support and Tool Development", 47  -  91  (Glassdoor est.),4.0,"General Motors LLC
4.0","Grand Blanc, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5262,GCP Data Architect, 89  -  162  (Glassdoor est.),4.0,"Accenture
4.0","Detroit, MI",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
5263,Business and Customer Data Analyst, 43  -  77  (Glassdoor est.),4.3,"Coupa Software, Inc.
4.3","Ann Arbor, MI",1001 to 5000 Employees,2006,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
5265,"Data Analyst - Lansing, MI", 45  -  82  (Glassdoor est.),3.6,"UnitedHealth Group
3.6","Lansing, MI",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
5267,Data Modeler, 53  -  119  (Glassdoor est.),4.0,"Accenture
4.0","Detroit, MI",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
5268,System Integration Scientist, 41  -  95  (Glassdoor est.),3.8,"QIAGEN
3.8","Ann Arbor, MI",5001 to 10000 Employees,1984,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
5269,Data Engineer II, 79  -  117  (Glassdoor est.),3.8,"Amazon.com Services LLC
3.8","Detroit, MI",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5270,Research Data Analyst - ReBUILDetroit Program, 27  -  49  (Glassdoor est.),4.1,"University of Detroit Mercy
4.1","Detroit, MI",501 to 1000 Employees,1871,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
5271,Marketing Data Analyst, 42  -  79  (Glassdoor est.),3.7,"Hearst Media Services
3.7","Troy, MI",10000+ Employees,1887,Company - Private,Publishing,Media,$10+ billion (USD)
5272,Global Commercial Data Analyst, 46  -  88  (Glassdoor est.),4.0,"Dematic
4.0","Grand Rapids, MI",10000+ Employees,1819,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
5273,Data Analyst | Informational And Statistical Analyst, 41  -  77  (Glassdoor est.),4.4,"Michigan State University
4.4","Flint, MI",10000+ Employees,1855,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
5275,Physician - Pediatric Pulmonology and Research Scientist, 150  -  386  (Glassdoor est.),3.7,"Spectrum Health
3.7","Grand Rapids, MI",10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD)
5276,Data & ML Engineer - Nationwide Opportunities, 95  -  151  (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Detroit, MI",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
5277,"Data Analyst, Budget & Management, Security Customer Success", 58  -  109  (Glassdoor est.),4.3,"Cisco Systems
4.3","Ann Arbor, MI",10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD)
5278,"Data Analyst, Reporting & Dashboarding, Security Customer Success", 58  -  109  (Glassdoor est.),4.3,"Cisco Systems
4.3","Ann Arbor, MI",10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD)
5279,098: Data Engineer, 77  -  112  (Glassdoor est.),4.0,"Dataspace
4.0","Ann Arbor, MI",1 to 50 Employees,1994,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
5280,Junior Data Analyst, 40  -  60  (Glassdoor est.),-1.0,Synergy Solutions,"Detroit, MI",-1,-1,-1,-1,-1,-1
5281,Junior Data Analyst, 30  -  52  (Glassdoor est.),-1.0,Landscape Forms,"Kalamazoo, MI",-1,-1,-1,-1,-1,-1
5282,Data Engineer, 53  -  98  (Glassdoor est.),3.8,"Gordon Food Service
3.8","Wyoming, MI",10000+ Employees,1897,Company - Private,Catering & Food Service Contractors,"Restaurants, Bars & Food Services",$10+ billion (USD)
5284,Data Engineer, 70  -  70  (Glassdoor est.),-1.0,AVA Consulting,"Ann Arbor, MI",-1,-1,-1,-1,-1,-1
5286,Data Science Consultant, 61  -  121  (Glassdoor est.),3.4,"umlaut North America
3.4","Detroit, MI",1001 to 5000 Employees,1996,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
5287,Data Analyst - Alternative Mobility, 50  -  99  (Glassdoor est.),4.0,"General Motors LLC
4.0","Warren, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
5288,RDS Data Analyst, 35  -  63  (Glassdoor est.),3.0,"RDS Services
3.0","Troy, MI",1 to 50 Employees,2003,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
